"hv_gene","gc_hv_transcript","probeset","gc_percent_coverage","gc_percent_identity"
"HORVU6Hr1G045670","HORVU6Hr1G045670.1","Contig14460_at",100,100
"HORVU1Hr1G010800","HORVU1Hr1G010800.1","Contig14462_at",53.4775888717156,99.711
"HORVU2Hr1G030480","HORVU2Hr1G030480.1","Contig14463_at",99.4949494949495,99.239
"HORVU7Hr1G095860","HORVU7Hr1G095860.1","Contig14464_at",100,100
"HORVU7Hr1G088250","HORVU7Hr1G088250.1","Contig14465_at",96.1961961961962,98.335
"HORVU3Hr1G070200","HORVU3Hr1G070200.1","Contig14466_at",78.3783783783784,100
"HORVU3Hr1G088130","HORVU3Hr1G088130.1","Contig14467_at",100,100
"HORVU7Hr1G088210","HORVU7Hr1G088210.25","Contig14469_at",70.3488372093023,99.41
"HORVU7Hr1G076160","HORVU7Hr1G076160.3","Contig14471_at",77.8409090909091,100
"HORVU3Hr1G092220","HORVU3Hr1G092220.2","Contig14473_at",75.6427604871448,100
"HORVU2Hr1G081920","HORVU2Hr1G081920.3","Contig14476_at",72.5567620927937,100
"HORVU6Hr1G055750","HORVU6Hr1G055750.6","Contig14481_at",57.9354838709677,100
"HORVU4Hr1G089540","HORVU4Hr1G089540.2","Contig14482_at",100,100
"HORVU5Hr1G018700","HORVU5Hr1G018700.2","Contig14488_at",66.005946481665,99.85
"HORVU5Hr1G106790","HORVU5Hr1G106790.5","Contig14490_at",98.9206349206349,99.936
"HORVU0Hr1G016310","HORVU0Hr1G016310.1","Contig14498_at",53.1772575250836,99.79
"HORVU6Hr1G011490","HORVU6Hr1G011490.2","Contig145_at",97.5757575757576,98.551
"HORVU6Hr1G011490","HORVU6Hr1G011490.2","Contig145_x_at",97.5757575757576,98.551
"HORVU5Hr1G092630","HORVU5Hr1G092630.1","Contig1450_x_at",54.9199084668192,91.25
"HORVU5Hr1G092630","HORVU5Hr1G092630.1","Contig1450_at",54.9199084668192,91.25
"HORVU5Hr1G088750","HORVU5Hr1G088750.2","Contig14500_at",98.9071038251366,100
"HORVU2Hr1G063250","HORVU2Hr1G063250.4","Contig14502_at",75.0599520383693,99.841
"HORVU4Hr1G054470","HORVU4Hr1G054470.1","Contig14506_at",100,100
"HORVU3Hr1G089290","HORVU3Hr1G089290.3","Contig14507_at",73.2484076433121,99.71
"HORVU3Hr1G112450","HORVU3Hr1G112450.1","Contig14508_s_at",82.051282051282,100
"HORVU2Hr1G089030","HORVU2Hr1G089030.8","Contig14509_at",100,98.93
"HORVU3Hr1G099760","HORVU3Hr1G099760.1","Contig14510_at",88.7425938117182,98.591
"HORVU6Hr1G064150","HORVU6Hr1G064150.10","Contig14513_at",58.9513108614232,99.873
"HORVU3Hr1G089620","HORVU3Hr1G089620.1","Contig14515_at",100,99.405
"HORVU2Hr1G060900","HORVU2Hr1G060900.2","Contig14519_at",85.6181665264929,99.804
"HORVU2Hr1G092400","HORVU2Hr1G092400.1","Contig14520_at",51.7241379310345,100
"HORVU4Hr1G078540","HORVU4Hr1G078540.12","Contig14521_at",54.289071680376,100
"HORVU4Hr1G002360","HORVU4Hr1G002360.5","Contig14522_at",98.5714285714286,100
"HORVU6Hr1G087960","HORVU6Hr1G087960.2","Contig14526_at",68.6151079136691,100
"HORVU0Hr1G038770","HORVU0Hr1G038770.3","Contig14528_at",100,99.351
"HORVU5Hr1G092630","HORVU5Hr1G092630.1","Contig1453_x_at",99.6923076923077,99.691
"HORVU5Hr1G092630","HORVU5Hr1G092630.1","Contig1453_at",99.6923076923077,99.691
"HORVU6Hr1G059100","HORVU6Hr1G059100.22","Contig14530_at",69.5501730103806,98.01
"HORVU4Hr1G070970","HORVU4Hr1G070970.1","Contig14532_at",100,99.858
"HORVU2Hr1G077460","HORVU2Hr1G077460.1","Contig14534_at",84.1269841269841,99.91
"HORVU7Hr1G038060","HORVU7Hr1G038060.1","Contig14535_at",100,90.11
"HORVU6Hr1G092780","HORVU6Hr1G092780.2","Contig14539_at",89.051094890511,98.907
"HORVU5Hr1G092630","HORVU5Hr1G092630.1","Contig1454_at",97.9487179487179,87.539
"HORVU5Hr1G096250","HORVU5Hr1G096250.2","Contig14540_at",92.9347826086957,84.971
"HORVU3Hr1G067620","HORVU3Hr1G067620.1","Contig14542_at",71.6305372290292,100
"HORVU1Hr1G071470","HORVU1Hr1G071470.1","Contig14543_at",60.5331599479844,100
"HORVU5Hr1G120810","HORVU5Hr1G120810.2","Contig14544_at",100,98.413
"HORVU2Hr1G105390","HORVU2Hr1G105390.1","Contig14545_at",100,99.799
"HORVU7Hr1G038330","HORVU7Hr1G038330.1","Contig14547_at",82.1457821457821,100
"HORVU1Hr1G044120","HORVU1Hr1G044120.9","Contig14552_at",62.8717077315208,100
"HORVU5Hr1G055140","HORVU5Hr1G055140.1","Contig14554_s_at",74.4350282485876,100
"HORVU5Hr1G055140","HORVU5Hr1G055140.1","Contig14554_at",74.4350282485876,100
"HORVU3Hr1G107090","HORVU3Hr1G107090.2","Contig14555_s_at",77.7777777777778,99.777
"HORVU3Hr1G019260","HORVU3Hr1G019260.2","Contig14559_at",51.4619883040936,99.545
"HORVU3Hr1G013840","HORVU3Hr1G013840.1","Contig1456_at",100,99.187
"HORVU1Hr1G077730","HORVU1Hr1G077730.8","Contig14561_at",73.4504132231405,99.437
"HORVU6Hr1G058740","HORVU6Hr1G058740.2","Contig14562_at",64.1242937853107,100
"HORVU1Hr1G041890","HORVU1Hr1G041890.1","Contig14563_at",100,100
"HORVU1Hr1G002620","HORVU1Hr1G002620.1","Contig14564_at",93.9015939015939,98.599
"HORVU1Hr1G001630","HORVU1Hr1G001630.1","Contig14565_s_at",100,91.461
"HORVU4Hr1G037480","HORVU4Hr1G037480.7","Contig14567_at",77.3922187171399,100
"HORVU7Hr1G083160","HORVU7Hr1G083160.12","Contig14568_at",84.3471208434712,99.615
"HORVU5Hr1G048630","HORVU5Hr1G048630.3","Contig14569_at",100,99.933
"HORVU1Hr1G039820","HORVU1Hr1G039820.1","Contig14570_at",59.5273264401773,100
"HORVU4Hr1G064990","HORVU4Hr1G064990.1","Contig14571_at",82.1428571428571,99.586
"HORVU3Hr1G006640","HORVU3Hr1G006640.3","Contig14572_at",81.0201660735468,99.854
"HORVU5Hr1G016190","HORVU5Hr1G016190.3","Contig14573_at",85.952533675433,99.554
"HORVU5Hr1G016250","HORVU5Hr1G016250.1","Contig14573_at",85.952533675433,99.554
"HORVU6Hr1G035600","HORVU6Hr1G035600.2","Contig14575_at",100,100
"HORVU3Hr1G036970","HORVU3Hr1G036970.4","Contig14576_at",97.4193548387097,99.338
"HORVU3Hr1G011330","HORVU3Hr1G011330.8","Contig14578_at",61.6310160427808,99.783
"HORVU7Hr1G006580","HORVU7Hr1G006580.1","Contig1458_x_at",100,100
"HORVU7Hr1G006260","HORVU7Hr1G006260.1","Contig1458_x_at",100,100
"HORVU7Hr1G109190","HORVU7Hr1G109190.2","Contig14582_at",67.3697270471464,99.632
"HORVU5Hr1G074230","HORVU5Hr1G074230.27","Contig14585_at",83.2432432432432,99.784
"HORVU4Hr1G068870","HORVU4Hr1G068870.1","Contig14587_s_at",72.386895475819,99.784
"HORVU7Hr1G076590","HORVU7Hr1G076590.2","Contig14588_at",62.6360338573156,99.807
"HORVU2Hr1G008330","HORVU2Hr1G008330.1","Contig14589_at",85.3112840466926,99.316
"HORVU7Hr1G047700","HORVU7Hr1G047700.3","Contig1459_at",100,100
"HORVU2Hr1G036910","HORVU2Hr1G036910.1","Contig14591_at",100,100
"HORVU7Hr1G000510","HORVU7Hr1G000510.3","Contig14594_at",77.0622286541245,98.498
"HORVU5Hr1G071270","HORVU5Hr1G071270.4","Contig14595_at",90.3022670025189,99.582
"HORVU3Hr1G063780","HORVU3Hr1G063780.2","Contig14596_at",58.7848932676519,100
"HORVU4Hr1G058760","HORVU4Hr1G058760.1","Contig14599_at",92.512077294686,100
"HORVU1Hr1G040140","HORVU1Hr1G040140.1","Contig1460_x_at",100,96.629
"HORVU6Hr1G062340","HORVU6Hr1G062340.1","Contig14601_at",60.2165087956698,100
"HORVU2Hr1G068810","HORVU2Hr1G068810.3","Contig14605_at",50.6775067750677,100
"HORVU7Hr1G079000","HORVU7Hr1G079000.8","Contig14607_at",69.5576756287944,100
"HORVU7Hr1G091390","HORVU7Hr1G091390.3","Contig14609_at",100,97.026
"HORVU1Hr1G040150","HORVU1Hr1G040150.1","Contig1461_at",100,94.488
"HORVU1Hr1G040150","HORVU1Hr1G040150.1","Contig1461_x_at",100,94.488
"HORVU4Hr1G070120","HORVU4Hr1G070120.5","Contig14610_at",90.3203817314247,99.774
"HORVU5Hr1G022750","HORVU5Hr1G022750.1","Contig14611_at",96.6666666666667,100
"HORVU3Hr1G029210","HORVU3Hr1G029210.3","Contig14612_at",79.4266441821248,99.894
"HORVU4Hr1G051020","HORVU4Hr1G051020.1","Contig14618_at",73.9635157545605,98.214
"HORVU3Hr1G075340","HORVU3Hr1G075340.2","Contig14620_at",53.4638554216867,100
"HORVU1Hr1G071380","HORVU1Hr1G071380.1","Contig14625_at",97.3684210526316,100
"HORVU5Hr1G069570","HORVU5Hr1G069570.1","Contig14626_at",75.2647975077882,99.917
"HORVU7Hr1G010470","HORVU7Hr1G010470.1","Contig14631_at",100,98.667
"HORVU3Hr1G102030","HORVU3Hr1G102030.4","Contig14633_at",67.2142857142857,99.787
"HORVU4Hr1G067270","HORVU4Hr1G067270.5","Contig14634_at",78.7182587666264,99.846
"HORVU6Hr1G056610","HORVU6Hr1G056610.7","Contig14638_at",100,100
"HORVU3Hr1G017000","HORVU3Hr1G017000.1","Contig14639_at",100,99.701
"HORVU7Hr1G006570","HORVU7Hr1G006570.1","Contig1464_x_at",100,100
"HORVU7Hr1G006240","HORVU7Hr1G006240.1","Contig1464_x_at",100,100
"HORVU4Hr1G086630","HORVU4Hr1G086630.1","Contig14640_at",96.9565217391304,100
"HORVU7Hr1G090880","HORVU7Hr1G090880.3","Contig14642_at",90.2364607170099,100
"HORVU3Hr1G090970","HORVU3Hr1G090970.2","Contig14647_at",76.3840830449827,99.887
"HORVU4Hr1G013180","HORVU4Hr1G013180.6","Contig14648_at",100,100
"HORVU6Hr1G072950","HORVU6Hr1G072950.3","Contig14649_s_at",72.3502304147465,99.841
"HORVU5Hr1G057800","HORVU5Hr1G057800.3","Contig14651_at",70.205066344994,100
"HORVU5Hr1G086370","HORVU5Hr1G086370.1","Contig14654_at",82.8252788104089,100
"HORVU3Hr1G105380","HORVU3Hr1G105380.7","Contig14657_at",98.7179487179487,100
"HORVU2Hr1G103610","HORVU2Hr1G103610.3","Contig14658_at",91.5422885572139,100
"HORVU1Hr1G040140","HORVU1Hr1G040140.1","Contig1466_s_at",71.7514124293785,94.531
"HORVU7Hr1G025730","HORVU7Hr1G025730.5","Contig14660_at",98.7654320987654,98.347
"HORVU5Hr1G077170","HORVU5Hr1G077170.1","Contig14662_at",100,92.74
"HORVU5Hr1G096990","HORVU5Hr1G096990.1","Contig14663_s_at",86.8852459016393,98.742
"HORVU2Hr1G111090","HORVU2Hr1G111090.1","Contig14666_at",98.9583333333333,100
"HORVU2Hr1G111090","HORVU2Hr1G111090.1","Contig14666_s_at",98.9583333333333,100
"HORVU2Hr1G085550","HORVU2Hr1G085550.1","Contig14669_at",88.3219954648526,97.176
"HORVU1Hr1G079860","HORVU1Hr1G079860.1","Contig14673_at",99.4851994851995,98.836
"HORVU6Hr1G081470","HORVU6Hr1G081470.3","Contig14675_at",55.7446808510638,96.183
"HORVU7Hr1G107780","HORVU7Hr1G107780.1","Contig14677_at",100,99.528
"HORVU4Hr1G090550","HORVU4Hr1G090550.1","Contig14678_at",97.4242424242424,100
"HORVU3Hr1G100350","HORVU3Hr1G100350.2","Contig14679_at",70.3476482617587,98.547
"HORVU6Hr1G044300","HORVU6Hr1G044300.2","Contig14681_at",68.9057421451788,100
"HORVU1Hr1G087340","HORVU1Hr1G087340.3","Contig14682_at",78.0669144981413,99.524
"HORVU4Hr1G078350","HORVU4Hr1G078350.1","Contig14685_at",100,93.798
"HORVU3Hr1G087940","HORVU3Hr1G087940.4","Contig14686_at",50.9107468123862,99.821
"HORVU5Hr1G077570","HORVU5Hr1G077570.3","Contig14689_at",53.6619718309859,99.475
"HORVU7Hr1G006260","HORVU7Hr1G006260.1","Contig1469_x_at",62.3608017817372,92.857
"HORVU7Hr1G006580","HORVU7Hr1G006580.1","Contig1469_x_at",62.3608017817372,92.857
"HORVU1Hr1G033130","HORVU1Hr1G033130.2","Contig14690_at",96.2871287128713,100
"HORVU2Hr1G038830","HORVU2Hr1G038830.3","Contig14692_at",100,100
"HORVU3Hr1G072880","HORVU3Hr1G072880.3","Contig14695_at",60.5982905982906,99.577
"HORVU4Hr1G004590","HORVU4Hr1G004590.4","Contig14698_at",78.7421383647799,99.84
"HORVU1Hr1G040150","HORVU1Hr1G040150.1","Contig1470_at",100,100
"HORVU1Hr1G040150","HORVU1Hr1G040150.1","Contig1470_s_at",100,100
"HORVU1Hr1G040150","HORVU1Hr1G040150.1","Contig1470_x_at",100,100
"HORVU5Hr1G041250","HORVU5Hr1G041250.1","Contig14701_at",75.3593429158111,100
"HORVU2Hr1G028230","HORVU2Hr1G028230.14","Contig14702_at",80.226570545829,100
"HORVU6Hr1G053110","HORVU6Hr1G053110.1","Contig14703_at",90.8212560386473,100
"HORVU6Hr1G020520","HORVU6Hr1G020520.2","Contig14704_at",100,97.092
"HORVU5Hr1G017390","HORVU5Hr1G017390.1","Contig14705_at",80.7971014492754,99.821
"HORVU1Hr1G054340","HORVU1Hr1G054340.3","Contig14706_at",90.1960784313726,100
"HORVU2Hr1G078630","HORVU2Hr1G078630.2","Contig14707_at",76.401179941003,99.615
"HORVU2Hr1G115710","HORVU2Hr1G115710.3","Contig14708_at",68.0981595092024,96.096
"HORVU1Hr1G041150","HORVU1Hr1G041150.17","Contig14710_at",64.5131938125569,100
"HORVU7Hr1G114700","HORVU7Hr1G114700.1","Contig14712_at",100,92.593
"HORVU3Hr1G035180","HORVU3Hr1G035180.1","Contig14713_at",100,100
"HORVU5Hr1G018160","HORVU5Hr1G018160.1","Contig14714_at",94.6560545764639,73.569
"HORVU3Hr1G058990","HORVU3Hr1G058990.14","Contig14716_at",64.7611589663273,99.28
"HORVU1Hr1G085570","HORVU1Hr1G085570.2","Contig14719_s_at",65.3958944281525,99.253
"HORVU2Hr1G127070","HORVU2Hr1G127070.1","Contig14720_s_at",78.8,99.873
"HORVU2Hr1G090260","HORVU2Hr1G090260.1","Contig14723_at",92.1760391198044,99.027
"HORVU7Hr1G102060","HORVU7Hr1G102060.1","Contig14724_at",81.5519765739385,99.91
"HORVU5Hr1G039900","HORVU5Hr1G039900.3","Contig14726_at",67.8500986193294,99.419
"HORVU1Hr1G041710","HORVU1Hr1G041710.5","Contig14727_s_at",70.5479452054795,100
"HORVU1Hr1G041710","HORVU1Hr1G041710.5","Contig14727_at",70.5479452054795,100
"HORVU5Hr1G092560","HORVU5Hr1G092560.8","Contig14729_at",99.2015968063872,99.396
"HORVU4Hr1G084420","HORVU4Hr1G084420.2","Contig1473_at",99.3019197207679,100
"HORVU4Hr1G084420","HORVU4Hr1G084420.2","Contig1473_s_at",99.3019197207679,100
"HORVU2Hr1G003670","HORVU2Hr1G003670.1","Contig14730_at",87.6106194690265,92.434
"HORVU7Hr1G041500","HORVU7Hr1G041500.1","Contig14732_at",100,99.797
"HORVU5Hr1G093980","HORVU5Hr1G093980.1","Contig14735_at",86.5136298421808,99.338
"HORVU4Hr1G079030","HORVU4Hr1G079030.9","Contig14737_at",76.5241765942537,99.634
"HORVU5Hr1G121730","HORVU5Hr1G121730.1","Contig14738_at",93.2275132275132,98.07
"HORVU1Hr1G038890","HORVU1Hr1G038890.1","Contig1474_at",100,90.141
"HORVU1Hr1G012680","HORVU1Hr1G012680.4","Contig14742_s_at",62.3134328358209,99.701
"HORVU1Hr1G012680","HORVU1Hr1G012680.4","Contig14742_x_at",62.3134328358209,99.701
"HORVU1Hr1G012680","HORVU1Hr1G012680.4","Contig14742_at",62.3134328358209,99.701
"HORVU4Hr1G016400","HORVU4Hr1G016400.11","Contig14747_at",54.5054945054945,100
"HORVU1Hr1G049000","HORVU1Hr1G049000.1","Contig14748_at",72.1815519765739,100
"HORVU4Hr1G025670","HORVU4Hr1G025670.1","Contig14749_at",92.0122887864823,100
"HORVU4Hr1G015530","HORVU4Hr1G015530.1","Contig14751_at",100,99.853
"HORVU7Hr1G081310","HORVU7Hr1G081310.1","Contig14753_at",90,100
"HORVU3Hr1G092090","HORVU3Hr1G092090.2","Contig14754_at",91.3857677902622,100
"HORVU1Hr1G094740","HORVU1Hr1G094740.1","Contig14756_at",99.1927346115035,99.186
"HORVU5Hr1G018930","HORVU5Hr1G018930.3","Contig14757_at",63.0208333333333,99.862
"HORVU1Hr1G038890","HORVU1Hr1G038890.1","Contig1476_at",100,100
"HORVU2Hr1G061380","HORVU2Hr1G061380.2","Contig14763_at",78.1054512957998,100
"HORVU2Hr1G114640","HORVU2Hr1G114640.8","Contig14767_at",81.1111111111111,100
"HORVU2Hr1G080870","HORVU2Hr1G080870.11","Contig14768_at",76.8189509306261,100
"HORVU3Hr1G083990","HORVU3Hr1G083990.6","Contig14769_at",71.1600777705768,83.772
"HORVU3Hr1G117860","HORVU3Hr1G117860.1","Contig14770_at",95.7912457912458,100
"HORVU3Hr1G108630","HORVU3Hr1G108630.1","Contig14777_at",93.1339977851606,97.672
"HORVU4Hr1G090280","HORVU4Hr1G090280.3","Contig14778_at",96.2009803921569,100
"HORVU6Hr1G083200","HORVU6Hr1G083200.3","Contig14781_at",100,100
"HORVU3Hr1G061950","HORVU3Hr1G061950.1","Contig14782_at",63.1880733944954,100
"HORVU2Hr1G014140","HORVU2Hr1G014140.2","Contig14787_at",81.5845824411135,99.869
"HORVU2Hr1G119180","HORVU2Hr1G119180.6","Contig14788_at",78.8861689106487,99.922
"HORVU6Hr1G025670","HORVU6Hr1G025670.1","Contig14790_at",73.346116970278,99.869
"HORVU1Hr1G056010","HORVU1Hr1G056010.1","Contig14791_at",84.9134948096886,99.919
"HORVU2Hr1G028340","HORVU2Hr1G028340.1","Contig14793_at",100,100
"HORVU7Hr1G028590","HORVU7Hr1G028590.4","Contig14795_at",53.6094674556213,100
"HORVU5Hr1G042290","HORVU5Hr1G042290.2","Contig14798_at",72.3270440251572,100
"HORVU0Hr1G013160","HORVU0Hr1G013160.1","Contig14799_at",68.7058823529412,99.658
"HORVU7Hr1G012700","HORVU7Hr1G012700.4","Contig14805_at",53.7772087067862,99.524
"HORVU3Hr1G115980","HORVU3Hr1G115980.2","Contig1481_x_at",77.3408239700374,99.031
"HORVU3Hr1G115980","HORVU3Hr1G115980.2","Contig1481_at",77.3408239700374,99.031
"HORVU6Hr1G091300","HORVU6Hr1G091300.1","Contig14814_at",66.3531870428422,99.843
"HORVU4Hr1G063470","HORVU4Hr1G063470.1","Contig14816_at",100,97.838
"HORVU4Hr1G063470","HORVU4Hr1G063470.1","Contig14816_s_at",100,97.838
"HORVU7Hr1G073370","HORVU7Hr1G073370.2","Contig14818_at",69.9864498644986,99.806
"HORVU5Hr1G028260","HORVU5Hr1G028260.1","Contig14819_at",75.3777777777778,100
"HORVU3Hr1G059280","HORVU3Hr1G059280.3","Contig1482_at",96.2546816479401,100
"HORVU7Hr1G078500","HORVU7Hr1G078500.1","Contig14821_at",100,100
"HORVU5Hr1G093660","HORVU5Hr1G093660.1","Contig14822_at",70.481144343303,99.815
"HORVU6Hr1G082710","HORVU6Hr1G082710.4","Contig14823_s_at",94.5179584120983,99.201
"HORVU6Hr1G082710","HORVU6Hr1G082710.4","Contig14823_at",94.5179584120983,99.201
"HORVU7Hr1G001570","HORVU7Hr1G001570.1","Contig14826_at",66.4295874822191,100
"HORVU7Hr1G001570","HORVU7Hr1G001570.1","Contig14827_s_at",68.936877076412,100
"HORVU3Hr1G092750","HORVU3Hr1G092750.18","Contig14829_at",84.2767295597484,100
"HORVU3Hr1G067110","HORVU3Hr1G067110.1","Contig1483_at",100,99.93
"HORVU4Hr1G063660","HORVU4Hr1G063660.3","Contig14830_at",85.3448275862069,99.798
"HORVU5Hr1G050320","HORVU5Hr1G050320.1","Contig14831_at",100,99.658
"HORVU7Hr1G040280","HORVU7Hr1G040280.1","Contig14836_at",65.6280428432327,99.852
"HORVU3Hr1G110150","HORVU3Hr1G110150.3","Contig14838_at",99.5081967213115,98.6
"HORVU5Hr1G022570","HORVU5Hr1G022570.19","Contig14841_at",64.889466840052,96.332
"HORVU5Hr1G022570","HORVU5Hr1G022570.19","Contig14841_s_at",64.889466840052,96.332
"HORVU6Hr1G075130","HORVU6Hr1G075130.2","Contig14842_at",100,99.781
"HORVU6Hr1G014620","HORVU6Hr1G014620.1","Contig14843_at",78.7878787878788,100
"HORVU3Hr1G086170","HORVU3Hr1G086170.5","Contig14846_at",66.4098613251156,100
"HORVU4Hr1G002080","HORVU4Hr1G002080.2","Contig14848_at",78.0885780885781,84.226
"HORVU3Hr1G032660","HORVU3Hr1G032660.1","Contig14851_at",83.9735099337748,99.764
"HORVU4Hr1G061550","HORVU4Hr1G061550.1","Contig14854_at",75.0441436138905,99.608
"HORVU4Hr1G014630","HORVU4Hr1G014630.1","Contig14856_at",100,99.914
"HORVU1Hr1G030930","HORVU1Hr1G030930.12","Contig14860_at",69.300518134715,99.907
"HORVU1Hr1G013970","HORVU1Hr1G013970.1","Contig14861_at",100,100
"HORVU7Hr1G094860","HORVU7Hr1G094860.1","Contig14865_at",85.5437665782493,98.837
"HORVU4Hr1G019360","HORVU4Hr1G019360.6","Contig14866_at",83.4504293520687,99.813
"HORVU7Hr1G036970","HORVU7Hr1G036970.1","Contig14868_at",82.6741996233522,99.772
"HORVU7Hr1G075360","HORVU7Hr1G075360.2","Contig1487_at",100,100
"HORVU2Hr1G075440","HORVU2Hr1G075440.3","Contig14870_at",98.7373737373737,98.21
"HORVU5Hr1G120880","HORVU5Hr1G120880.2","Contig14871_at",86.4553314121037,97.168
"HORVU7Hr1G024210","HORVU7Hr1G024210.4","Contig14874_at",88.8958594730238,98.659
"HORVU5Hr1G023530","HORVU5Hr1G023530.3","Contig14875_at",61.6858237547893,100
"HORVU0Hr1G023200","HORVU0Hr1G023200.1","Contig14879_at",83.3470733718054,100
"HORVU4Hr1G041540","HORVU4Hr1G041540.11","Contig1488_at",64.5925925925926,99.771
"HORVU6Hr1G087420","HORVU6Hr1G087420.4","Contig14882_at",80.1129943502825,99.577
"HORVU2Hr1G119420","HORVU2Hr1G119420.1","Contig14883_at",99.737532808399,99.474
"HORVU2Hr1G118510","HORVU2Hr1G118510.1","Contig14885_at",79.4303797468354,99.07
"HORVU4Hr1G083030","HORVU4Hr1G083030.2","Contig14886_at",51.5406162464986,99.457
"HORVU1Hr1G053930","HORVU1Hr1G053930.1","Contig14887_at",68.1701030927835,100
"HORVU5Hr1G082770","HORVU5Hr1G082770.2","Contig14888_at",57.2687224669604,100
"HORVU1Hr1G024710","HORVU1Hr1G024710.2","Contig1489_at",99.4535519125683,100
"HORVU7Hr1G094980","HORVU7Hr1G094980.1","Contig14890_at",62.1359223300971,98.828
"HORVU2Hr1G088520","HORVU2Hr1G088520.4","Contig14898_at",100,99.625
"HORVU1Hr1G048760","HORVU1Hr1G048760.3","Contig14899_at",71.7062634989201,99.849
"HORVU7Hr1G074690","HORVU7Hr1G074690.1","Contig149_at",100,99.897
"HORVU6Hr1G040680","HORVU6Hr1G040680.2","Contig14900_at",60.313630880579,100
"HORVU2Hr1G037140","HORVU2Hr1G037140.3","Contig14901_at",94.6778711484594,100
"HORVU6Hr1G086970","HORVU6Hr1G086970.1","Contig14905_s_at",54.521625163827,98.798
"HORVU6Hr1G090990","HORVU6Hr1G090990.2","Contig1491_at",78.4663865546218,99.733
"HORVU7Hr1G000480","HORVU7Hr1G000480.1","Contig14914_at",100,100
"HORVU1Hr1G056380","HORVU1Hr1G056380.1","Contig14918_at",74.507658643326,100
"HORVU1Hr1G056390","HORVU1Hr1G056390.2","Contig14918_at",74.507658643326,100
"HORVU3Hr1G032110","HORVU3Hr1G032110.6","Contig14919_at",94.2138364779874,100
"HORVU2Hr1G031450","HORVU2Hr1G031450.6","Contig1492_at",96.7236467236467,100
"HORVU6Hr1G041680","HORVU6Hr1G041680.2","Contig14922_at",87.3239436619718,86.559
"HORVU2Hr1G092750","HORVU2Hr1G092750.1","Contig14925_at",100,100
"HORVU2Hr1G084150","HORVU2Hr1G084150.2","Contig14926_at",93.6868686868687,93.782
"HORVU3Hr1G111760","HORVU3Hr1G111760.2","Contig1493_at",99.0430622009569,99.839
"HORVU3Hr1G061860","HORVU3Hr1G061860.2","Contig14931_at",72.1398305084746,100
"HORVU1Hr1G072500","HORVU1Hr1G072500.1","Contig14932_at",100,100
"HORVU0Hr1G003260","HORVU0Hr1G003260.19","Contig14936_at",100,100
"HORVU1Hr1G091420","HORVU1Hr1G091420.1","Contig14937_at",84.2414082145851,98.806
"HORVU2Hr1G112080","HORVU2Hr1G112080.1","Contig14939_at",61.5789473684211,97.265
"HORVU7Hr1G064420","HORVU7Hr1G064420.6","Contig1494_at",60.9427609427609,87.568
"HORVU0Hr1G015380","HORVU0Hr1G015380.3","Contig14940_at",57.4227581009797,99.869
"HORVU5Hr1G095460","HORVU5Hr1G095460.1","Contig14945_at",63.4361233480176,100
"HORVU1Hr1G090080","HORVU1Hr1G090080.2","Contig14946_at",53.8915094339623,100
"HORVU2Hr1G117450","HORVU2Hr1G117450.1","Contig14947_at",100,99.054
"HORVU7Hr1G088450","HORVU7Hr1G088450.8","Contig14948_at",71.2200208550574,100
"HORVU3Hr1G052950","HORVU3Hr1G052950.4","Contig14950_at",100,99.711
"HORVU5Hr1G095400","HORVU5Hr1G095400.7","Contig14951_at",63.9461883408072,100
"HORVU1Hr1G054060","HORVU1Hr1G054060.6","Contig14953_at",59.3220338983051,100
"HORVU5Hr1G123490","HORVU5Hr1G123490.3","Contig14958_at",100,98.933
"HORVU0Hr1G004700","HORVU0Hr1G004700.1","Contig1496_at",98.6238532110092,100
"HORVU3Hr1G025510","HORVU3Hr1G025510.2","Contig14961_at",97.1264367816092,99.704
"HORVU1Hr1G055490","HORVU1Hr1G055490.2","Contig14965_at",92.4648786717752,100
"HORVU5Hr1G035370","HORVU5Hr1G035370.21","Contig14966_at",97.907949790795,99.858
"HORVU3Hr1G096450","HORVU3Hr1G096450.1","Contig14969_at",52.2727272727273,99.185
"HORVU3Hr1G113060","HORVU3Hr1G113060.5","Contig14973_at",51.304347826087,100
"HORVU2Hr1G124850","HORVU2Hr1G124850.1","Contig14976_at",62.1809744779582,98.694
"HORVU4Hr1G000580","HORVU4Hr1G000580.1","Contig14978_at",55.8303886925795,100
"HORVU7Hr1G118880","HORVU7Hr1G118880.1","Contig14979_s_at",96.8824940047962,98.526
"HORVU3Hr1G111760","HORVU3Hr1G111760.2","Contig1498_s_at",66.1881977671451,98.795
"HORVU2Hr1G022660","HORVU2Hr1G022660.2","Contig14983_at",72.2943722943723,99.8
"HORVU5Hr1G062040","HORVU5Hr1G062040.1","Contig14985_at",76.3111888111888,100
"HORVU5Hr1G076100","HORVU5Hr1G076100.2","Contig14987_at",60.2605863192182,100
"HORVU5Hr1G070160","HORVU5Hr1G070160.2","Contig14990_at",62.3637887678122,100
"HORVU4Hr1G083960","HORVU4Hr1G083960.3","Contig14991_at",61.9091751621872,99.401
"HORVU7Hr1G000270","HORVU7Hr1G000270.1","Contig14993_at",83.7597330367074,98.939
"HORVU5Hr1G014730","HORVU5Hr1G014730.7","Contig14994_at",60,100
"HORVU0Hr1G000410","HORVU0Hr1G000410.3","Contig14997_at",75.550405561993,100
